ID,Title,Journal,Year,Cited,Last Updated,Type of survey,Field of application,Site name,Country,Duration (days),# snapshots,Frequency (snapshot/day),ERT layout,Buried,Surface (m),Electrode spacing (m) ,Config Elec,Nb Elec,Resistivimeter
Peng et al. (2019),"Hydrological response of loess slopes with reference to widespread landslide events in the Heifangtai terrace, NW China",Journal of Asian Earth Sciences,2019,22,6/8/2021,,Landslide,,China,,,,,,,,,,
Puttiwongrak et al. (2019),"Seasonal Groundwater Recharge Characterization Using Time-Lapse Electrical Resistivity Tomography in the Thepkasattri Watershed on Phuket Isl, Thailand",Hydrology,2019,5,6/10/2021,,Hydrogeology,,Thailande,,,,,,,,,,
Rani et al. (2019),Monitoring time evolution of self-potential anomaly sources by a new global optimization approach. Application to organic contaminant transport,Journal of Hydrology,2019,5,5/26/2021,,Contaminant monitoring,,Grece,,,,,,,,,,
Rao et al. (2019),Impact of Maize Roots on Soil–Root Electrical Conductivity: A Simulation Study,Vadose Zone Journal,2019,8,6/9/2021,Numerical work,Vegetation,,Belgium,,,,,,,,,1,
Rezaei et al. (2019),"Reconstruction of landslide model from ERT, geotechnical, and field data, Nargeschal landslide, Iran",Bulletin of Engineering Geology,2019,15,6/8/2021,,Landslide,,Iran,,,,,,,,,,
Robert et al. (2019),Heat as a proxy to image dynamic processes with 4D electrical resistivity tomography,Geosciences,2019,5,5/26/2021,,Geothermy,,Belgium,,,,,,,,,1,
Robinson et al. (2019),Feasibility Assessment of Long‐Term Electrical Resistivity Monitoring of a Nitrate Plume,Groundwater,2019,4,5/26/2021,Semi-permanent synthetic/suggested,Contaminant monitoring,,USA,1,,#DIV/0!,,,,,,1,
Shao et al. (2019),Fresh underground light non-aqueous liquid (LNAPL) pollution source zone monitoring in an outdoor experiment using cross-hole electrical resistivity tomography,Environmental Science and Pollution Research,2019,3,5/26/2021,,Contaminant monitoring,,China,,,,,,,,,,
Shin et al. (2019),Time-lapse electrical resistivity tomography characterization for piping detection in earthen dam model of a sandbox,Journal of Applied Geophysics,2019,2,6/8/2021,Laboratory setup,Geotechnics,,South-Korea,,,,,,,,,,
Sreeparvathy et al. (2019),"Application of ERT, saline tracer and numerical studies to delineate preferential paths in fractured granites",Groundwater,2019,6,6/9/2021,Artificial conditions,Hydrogeology,,Inde,1,,#DIV/0!,,,,,,1,ABEM
Tal et al. (2019),High Resolution Monitoring of Seawater Intrusion in a Multi-Aquifer System-Implementation of a New Downhole Geophysical Tool,Water,2019,6,5/28/2021,,Saline intrusion,,Israel,,,,,,,,,,
Tang et al. (2019),A new method for estimating salt expansion in saturated saline soils during cooling based on electrical conductivity,Cold Regions Science and Technology,2019,5,5/26/2021,,Contaminant monitoring,,China,,,,,,,,,,
Tesfaldet et al. (2019),"Seasonal Groundwater Recharge Characterization Using Time-Lapse Electrical Resistivity Tomography in the Thepkasattri Watershed on Phuket Isl, Thailand",Hydrology,2019,5,6/9/2021,,Hydrogeology,,Thailande,,,,,,,,,,
Trappe et al. (2019),Geophysical and Sedimentological Investigations of Peatls for the Assessment of Lithology and Subsurface Water Pathways,Geosciences,2019,7,6/9/2021,,Hydrogeology,,Germany,,,,,,,,,,
Tresoldi et al. (2019),Long-term hydrogeophysical monitoring of the internal conditions of river levees,Engineering Geology,2019,29,6/8/2021,Semi-permanent study,Geotechnics,,Italy,365,365,1,2D surface,Yes,48,1,1 line of 48 elec,48,GRETA
Tso et al. (2019),On the field estimation of moisture content using electrical geophysics‐the impact of petrophysical model uncertainty,Water Resources Research,2019,7,6/9/2021,,Hydrogeology,,UK,,,,,,,,,,
Vanella et al. (2019),Combining Electrical Resistivity Tomography and Satellite Images for Improving Evapotranspiration Estimates of Citrus Orchards,Remote Sensing,2019,12,6/9/2021,,Vegetation,,Italy,,,,,,,,,,
Voss et al. (2019),Three-dimensional electrical capacitance tomography–A tool for characterizing moisture transport properties of cement-based materials,Materials and Design,2019,11,6/8/2021,,Geotechnics,,Finl,,,,,,,,,,
Wagner et al. (2019),"Quantitative imaging of water, ice and air in permafrost systems through petrophysical joint inversion of seismic refraction and electrical resistivity data",Geophysical Journal International,2019,14,6/8/2021,,Permafrost,,Switzerland,,,,,,,,,,
Weigand et al. (2019),Imaging and functional characterization of crop root systems using spectroscopic electrical impedance measurements,Plant and Soil,2019,16,6/9/2021,Laboratory setup,Vegetation,,Germany,,,,,,,,,,x
Oware et al. (2019),basis-constrained Bayesian Markov-chain Monte Carlo difference inversion for geoelectrical monitoring of hydrogeologic processes,Geophysics,2019,7,6/9/2021,,Hydrogeology,,,,,,,,,,,,
Whiteley et al. (2019),Geophysical Monitoring of Moisture-Induced landslides: A Review,Reviews of Geophysics,2019,61,6/8/2021,Review article,Landslide,,UK,1,,#DIV/0!,,,,,,1,
Xu et al. (2019),Mapping soil layers using electrical resistivity tomography and validation: Sbox experiments,Journal of Hydrology,2019,3,6/9/2021,Laboratory setup,Hydrogeology,,China,,,,,,,,,,
Yang et al. (2019),Experimental investigation on the migration of leachate under flowing conditions through laboratory ERT,Environmental Science and Pollution Research,2019,2,5/26/2021,Laboratory setup,Contaminant monitoring,,China,,,,,,,,,,
Yang et al. (2019),Assessment of geophysical monitoring methods for detection of brine and CO2 leakage in drinking water aquifers,International Journal of Greenhouse Gas Control,2019,10,6/9/2021,Semi-permanent laboratory,Gas Dynamics,,USA,1,,#DIV/0!,,,,,,1,
Zhan et al. (2019),Use of electrical resistivity tomography for detecting the distribution of leachate and gas in a large-scale MSW landfill cell,Environmental Science and Pollution Research,2019,3,5/26/2021,,Contaminant monitoring,,China,,,,,,,,,1,
Zhao et al. (2019),Electrical imaging of plant root zone: A review,Computers and Electronics in Agriculture,2019,5,6/9/2021,Review article,Vegetation,,China,,,,,,,,,,
Amabile et al. (2020),An assessment of ERT as a method to monitor water content regime in flood embankments: The case study of the Adige River embankment,Physics and Chemistry of the Earth,2020,0,6/8/2021,Regular measurements,Geotechnics,,Italy,,,,,,,,,,
Bai et al. (2020),Groundwater Flow Monitoring via Combined Time-lapse Electrical Resistivity and Self Potential Data Tomography,Preprint,2020,0,6/9/2021,Artificial conditions,Hydrogeology,,China,,,,,,,,,,
Blanchy et al. (2020),Time-lapse geophysical assessment of agricultural practices on soil moisture dynamics,Vadose Zone Journal,2020,1,6/9/2021,Semi-permanent study,Vegetation,,UK,480,15,32,2D surface,No,6,0.25,1 line of 24 elec,24,
Blanchy et al. (2020),Time‐intensive geoelectrical monitoring under winter wheat,Near Surface Geophysics,2020,2,6/9/2021,Semi-permanent study,Vegetation,,UK,300,600,1,2D surface,No,48,1,4 lines of 12 elec,48,Syscal
Blanchy et al. (2020),"ResIPy, an intuitive open source software for complex geoelectrical inversion/modeling",Computers and Geosciences,2020,17,6/9/2021,Numerical work,Hydrogeology,,UK,,,,,,,,,,
Cimpoiasu et al. (2020),Potential of geoelectrical methods to monitor root zone processes and structure: A review,Geoderma,2020,7,6/9/2021,Laboratory setup,Vegetation,,UK,,,,,,,,,,
Costall et al. (2020),Groundwater throughflow and seawater intrusion in high quality coastal aquifers,Scientific reports,2020,6,5/28/2021,,Saline intrusion,,Australia,,,,,,,,,,
De Carlo et al. (2020),Monitoring the drainage efficiency of infiltration trenches in fractured and karstified limestone via time-lapse hydrogeophysical approach,Water,2020,6,6/8/2021,Artificial conditions,Hydrogeology,,Italy,5,,#DIV/0!,2D surface,Yes,240,5,1 L-shape line x 48 elec,48,Syscal
Duvillard et al. (2020),Temperature distribution in a permafrost-affected rock ridge from conductivity and induced polarization tomography,Geophysical Journal International,2020,1,6/8/2021,Regular measurements,Permafrost,,France,,,,,,,,,,
Ehosioke et al. (2020),Sensing the electrical properties of roots: A review,Vadose Zone Journal,2020,2,6/8/2021,Review article,Vegetation,,Belgium,,,,,,,,,,
El-Saadawy et al. (2020),Modeling Flash Floods and Induced Recharge into Alluvial Aquifers Using Multi-Temporal Remote Sensing and Electrical Resistivity Imaging,Sustainability,2020,6,6/8/2021,Semi-permanent study,Hydrogeology,,Egypte,90,4,23,2D surface,No,940,20,1 line x 48 elec,48,Syscal
Etzelmuller et al. (2020),Twenty years of European mountain permafrost dynamics—the PACE legacy,Environmental Research Letters,2020,7,6/8/2021,Semi-permanent study,Permafrost,Schilthorn,Switzerland,7300,857,9,2D surface,Yes,58 m ,2,1 line 30 elec x 2 m,30,
Fan et al.(2020),Exploring the interplay between infiltration dynamics and Critical Zone structures with multiscale geophysical imaging: A review,Geoderma,2020,7,6/8/2021,Review article,Hydrogeology,,China,1,,#DIV/0!,,,,,,1,
Fishkis et al. (2020),Multitracer irrigation experiments for assessing the relevance of preferential flow for non-sorbing solute transport in agricultural soil,Geoderma,2020,2,6/8/2021,Artificial conditions,Vegetation,,Germany,,,,,,,,,,
Guo et al. (2020),Pairing geophysical techniques improves understanding of the near-surface critical zone: visualization of preferential routing of stemflow along coarse roots,Geoderma,2020,20,6/8/2021,Artificial conditions,Vegetation,,USA,,,,,,,,,,
Hojat et al. (2020),Quantifying seasonal 3D effects for a permanent electrical resistivity tomography monitoring system along the embankment of an irrigation canal,Near Surface Geophysics,2020,17,6/8/2021,Semi-permanent study,Geotechnics,,Italy,150,150,1,2D surface ,Yes,96,1,2 lines of 48 elec,96,Syscal + GRETA
Holmes et al. (2020),"Four‐dimensional electrical resistivity tomography for continuous, near‐real‐time monitoring of a landslide affecting transport infrastructure in British Columbia …",Near Surface Geophysics,2020,8,6/8/2021,Semi-permanent study,Landslide,Ripley landslide,Canada,660,660,1,2D surface,No,150,2,1 line of 45 elec + 1 line of 27 elec,72,PRIME
Huntley et al. (2020),"Hydrogeological and geophysical properties of the very-slow-moving Ripley landslide, Thompson River valley, British Columbia",Canadian Journal of Earth Science,2020,2,6/8/2021,Semi-permanent study,Landslide,Ripley landslide,Canada,180,180,1,2D surface,No,150,2,1 line of 45 elec + 1 line of 27 elec,72,PRIME
Litt et al. (2020),L cover effects on soil infiltration capacity measured using plot scale rainfall simulation in steep tropical lowls of Central Panama,Hydrological Processes,2020,12,6/8/2021,Artificial conditions,Hydrogeology,,Panama,1,,#DIV/0!,,,,,,1,
Mary et al. (2020),Time-lapse monitoring of root water uptake using electrical resistivity tomography and mise-à-la-masse: a vineyard infiltration experiment,Soil,2020,8,6/8/2021,Artificial conditions,Vegetation,,Italy,1,,#DIV/0!,,,,,,1,
Masi et al. (2020),Monitoring of internal erosion processes by time-lapse electrical resistivity tomography,Journal of Hydrology,2020,3,6/8/2021,Laboratory setup,Geotechnics,,Italy,,,,,,,,,,
McLachlan et al. (2020),Electrical resistivity monitoring of river–groundwater interactions in a Chalk river and neighbouring riparian zone,Near Surface Geophysics,2020,6,6/8/2021,Semi-permanent study,Hydrogeology,,UK,365,730,1,2D surface + borehole,Yes,16,0.5,2D line x 32 elec,32,PRIME
Morita et al. (2020),Long-term geophysical monitoring of an aboned dumpsite area in a Guarani Aquifer recharge zone,Journal of Contaminant Hydrology,2020,4,5/26/2021,Regular measurements,Contaminant monitoring,,Brésil,,,,,,,,,,
Nthaba et al. (2020),Investigating the Earth Fill Embankment of the Lotsane Dam for Internal Defects Using Time-lapse Resistivity Imaging and Frequency Domain Electromagnetics,Journal of Environmental and Engineering Geophysics,2020,0,6/8/2021,Regular measurements,Geotechnics,,Botswana,,,,,,,,,,
Olenchenko et al. (2020),Electrical Resistivity Dynamics Beneath the Weathered Mine Tailings in Response to Ambient Temperature,The Journal of Environmental & Engineering Geophysics,2020,1,5/26/2021,Artificial conditions,Mining environment,,Russie,,,,,,,,,,
Paepen et al. (2020),Combining resistivity and frequency domain electromagnetic methods to investigate submarine groundwater discharge in the littoral zone,Hydrology and Earth System Sciences,2020,2,5/28/2021,Regular measurements,Saline intrusion,,Germany,,,,,,,,,,
Palacios et al. (2020),Time-lapse cross-hole electrical resistivity tomography (CHERT) for monitoring seawater intrusion dynamics in a Mediterranean aquifer,Hydrology and Earth System Sciences,2020,10,5/28/2021,Semi-permanent study,Saline intrusion,Argentona,Espagne,730,16,46,2D surface + borehole,Yes,72 x 20,"0,5 to 1",2D line x 72 elec + 5 boreholes x 36 elec,252,Syscal
Peskett et al. (2020),The impact of across-slope forest strips on hillslope subsurface hydrological dynamics,Journal of Hydrology,2020,6,6/8/2021,Semi-permanent study,Vegetation,,UK,540,10,54,2D surface,No,128,1,2 lines of 64 elec,128,AGI SuperSting
Rao (2020),Investigating plant root signatures using geo-electrical methods,Thesis,2020,0,6/8/2021,Laboratory setup,Vegetation,,Belgium,,,,,,,,,,
Rao et al. (2020),Imaging plant responses to water deficit using electrical resistivity tomography,Plant and Soil,2020,1,6/8/2021,Artificial conditions,Vegetation,,Belgium,1,,#DIV/0!,,,,,,1,ARES II
Robinson et al. (2020),Electrical monitoring of saline tracers to reveal subsurface flow pathways in a flat ditch-drained field,Journal of Hydrology,2020,3,5/26/2021,Artificial conditions,Contaminant monitoring,,USA,1,,#DIV/0!,,,,,,1,
Seier et al. (2020),Riverine sediment changes and channel pattern of a gravel-bed mountain torrent,Remote Sensing,2020,1,6/8/2021,Semi-permanent study,Hydrogeology,,Austria,210,3,70,2D surface,No,196,2 to 4,1 line of 196  1 line of 98,196,GeoTom-MK1E100
Trento et al. (2020),Time-lapse Electrical Resistivity Tomography Mapping of DNAPL Remediation at a STAR Field Site,Journal of Applied Geophysics,2020,0,5/26/2021,Artificial conditions,Contaminant monitoring,,USA,,,,,,,,,,
Tresoldi et al. (2020),Introducing G. RE. TA–an innovative geo-resistivimeter for long-term monitoring of earthen dams and unstable slopes,Symposium on Slope Stability in Open Pit Mining and Civil Engineering,2020,1,5/28/2021,Semi-permanent synthetic/suggested,Mining environment,,Italy,,,,,,,,,,
Tresoldi et al. (2020),Permanent Geoelectrical Monitoring of Tailings Dams using the Autonomous G. RE. TA System,Tailings and Mine Waste,2020,1,5/28/2021,Semi-permanent synthetic/suggested,Mining environment,,Italy,,,,,,,,,,
Tso et al. (2020),Integrated hydrogeophysical modelling and data assimilation for geoelectrical leak detection,Journal of Contaminant Hydrology,2020,2,5/26/2021,Semi-permanent synthetic/suggested,Contaminant monitoring,Hatfield,UK,40,40,1,3D borehole,Yes,10 x 6 x 6,,,1,ALERT
Vanella et al. (2020),Electrical resistivity imaging for monitoring soil water motion patterns under different drip irrigation scenarios,Irrigation Science,2020,3,6/8/2021,Semi-permanent study,Vegetation,,Italy,90,21,4,2D surface,No,11,0.15,2 lines of 72 elec each,144,Syscal
Vann et al. (2020),"Delineation of seawater intrusion using geo-electrical survey in a coastal aquifer of Kamala beach, Phuket, Thailand",Water (Switzerland),2020,13,5/28/2021,Regular measurements,Saline intrusion,,Thailande,,,,,,,,,,
Vargas et al. (2020),Soil electrical resistivity monitoring as a practical tool for evaluating irrigation systems efficiency at the orchard scale: a case study in a vineyard in Central Chile,Irrigation Science,2020,0,6/8/2021,Artificial conditions,Vegetation,,Chili,1,,#DIV/0!,,,,,,1,
Zhou et al. (2020),"Dynamic Processes of CO2 Storage in the Field: 1. Multiscale and Multipath Channeling of CO2 Flow in the Hierarchical Fluvial Reservoir at Cranfield, Mississippi",Water Resources Research,2020,5,6/8/2021,Semi-permanent study,Gas Dynamics,Cranfield,USA,330,330,1,2D borehole ,Yes,60,5,2 boreholes (1 x 14 + 1 x 7),21,MPT-DAS-1
